spelling	defined_meaning_id
noir	335607
noir	356704
noir	356711
noir	356722
noir	1341728
fendre	6048
marcher	5792
marcher	6054
marcher	626975
venir	6056
venir	6224
venir	6263
bulgare	6057
bulgare	6058
bulgare	1302832
donner	5618
donner	6059
chinois	6061
chinois	6225
chinois	1275486
anglais	5685
anglais	383382
anglais	1133743
italien	6063
italien	701753
portugais	6064
portugais	383372
pousser	6068
sourire	6066
sourire	6067
laver	6069
essuyer	6070
tirer	6071
tirer	339936
tirer	339942
tirer	345713
tirer	476858
tirer	840722
jeter	6072
flotter	5523
flotter	6074
flotter	6457
dire	6075
dire	392213
dire	392217
dire	1540782
si	6076
si	447191
si	1270995
si	1393788
pièce	6065
pièce	8052
pièce	1573505
pièce	1573508
pièce	1573511
chambre	5789
chambre	1395184
chambre	1395187
salle	6065
salle	843808
salle de séjour	6083
afrikaans	6089
napolitain	6090
albanais	6091
albanais	382450
arabe	6093
arabe	392802
arabe	392812
azéri	6094
biélorusse	6095
biélorusse	337797
bengalî	6097
bosnien	6103
birman	6105
cantonais	156498
croate	6108
croate	382370
tchèque	6109
tchèque	355359
danois	6110
danois	8550
espéranto	6112
littéral	6115
verbatim	6115
estonien	6116
estonien	383327
finnois	6119
finnois	8239
géorgien	6120
géorgien	7635
géorgien	7636
géorgien	383430
géorgien	383433
géorgien	670432
grec	6121
grec	863940
échelle	6099
hébreu	6123
hindi	6126
hindî	6126
hongrois	6128
hongrois	383339
Flandre	6129
Flandre	6131
boîte	1453
boîte	6133
exact	6134
semaine	6145
hiver	6147
clef	6149
clef	1396721
clé	6149
clé	1396721
introduire	6151
présenter	6152
présenter	446099
article	6155
article	6156
article	470544
peigne	6157
gentilhomme	6158
chaise	6162
garder	6163
garder	341457
garder	419288
force	6164
force	1410993
bienvenue	6167
dangereux	6170
activité	6171
activité	8049
chocolat	6172
chocolat	684483
quelque chose	6177
montre	6178
corps	6179
corps	347029
corps	357288
corps	757419
règle	6159
règle	6181
règle	879560
marteau	6183
marteau	6779
dirigeant	6184
dirigeant	6189
taxi	6200
islandais	6202
islandais	383402
indonésien	6203
indonésien	6207
irlandais	6206
Rome	6204
Rome	391714
Luino	6213
abkhaze	6214
abkhaze	6527
aïnu	6215
star	6218
célébrité	6218
consommer	5827
avaler	5827
guègue	6219
japonais	6220
japonais	6223
japonais	717826
japonais	939352
kazakh	6221
kazakh	387263
coréen	6222
coréen	6273
coréen	6274
kurde	6226
latin	6227
latin	873255
letton	6228
letton	383316
letton	383321
lituanien	6229
lituanien	383313
macédonien	6230
macédonien	382438
macédonien	382441
macédonien	382444
maltais	6231
mongol	6234
mongol	547617
népalais	6235
norvégien	6238
norvégien	6829
norvégien	383420
persan	6239
persan	710424
polonais	6240
polonais	382176
roumain	6241
roumain	928037
serbe	6242
serbe	382188
séjour	6083
vomir	5617
vomi	5626
mourir	6245
content	6246
content	8326
content	406736
slovaque	6250
slovaque	7379
slovène	6254
slovène	382465
confiture	6252
chèvre	6257
chèvre	6278
basque	6256
basque	1472045
basque	1472048
baguette	6266
temps	3779
temps	4129
temps	425736
temps	425825
le	6269
le	338500
le	504110
le	484514
le	954286
la	6269
la	338500
la	497222
la	504110
la	6271
la	484412
la	497128
la	1051451
nouveau	5484
les	6269
les	484467
les	484691
les	497225
les	497218
nouvel	5484
nouvelle	5484
nouvelle	431626
jus	6249
jus	441921
suédois	6275
suédois	383413
planeur	6281
zoulou	6284
boussole	6287
boussole	484912
yiddish	6288
xhosa	6290
gallois	6291
vietnamien	6292
vietnamien	392871
ourdou	6293
ukrainien	6295
ukrainien	383333
turc	6296
turc	383427
tamoul	6300
swahili	6301
swahili	8253
sorabe	6302
roi	6303
roi	6307
poulet	5778
poulet	8118
poulet	8123
poulet	8138
poule mouillée	5779
poule mouillée	493339
refroidir	5703
refroidir	694048
penser	6021
penser	6309
penser	6313
réfléchir	6021
barbiche	6277
menton	6306
forme	5928
forme	6310
forme	1575293
Kölsch	6315
Kölsch	7163
stupide	7397
stupide	6322
stupide	420839
courir	6323
courir	707597
sembler	6326
chaussette	6327
oublier	6328
oublier	356813
vin	6329
équipe	6330
équipe	723179
équipe	886972
fil	6331
fil	7290
fil	515580
repas	6332
frapper	6333
frapper	6044
frapper	6452
frapper	6632
frapper	484898
frapper	695402
quelqu'un	6335
pardonner	6336
excuser	6336
dernier	6337
central	6339
bol	6341
branche	6343
branche	6895
exemple	6346
exemple	956388
nature	6357
nature	358760
épée	6350
habituel	6351
habituel	347529
habituel	1024112
comprendre	6356
comprendre	7839
comprendre	353767
milieu	6687
milieu	155907
milieu	475332
milieu	950582
milieu	950585
gratuit	6358
gratuit	450428
libre	6359
gratis	6358
printemps	6360
carte de crédit	6366
hypoxie	6365
hypoxie	6839
panier	6368
panier	355859
rêve	6369
rêve	8197
évènement	6370
évènement	352392
basket	6372
basket	6375
basketball	6375
privé	872465
soldat	6377
substance	5553
substance	6386
substance	7681
substance	631298
surprise	6388
surprise	6444
deux fois	6389
potage	6390
empêcher	6391
bleu	357125
bleu	357132
vert	6032
vert	6403
vert	899673
jaune d'œuf	6404
parfois	6387
quelquefois	6387
ensemble	6402
ensemble	6963
ensemble	6964
ensemble	6966
ensemble	428830
ensemble	516209
pareil	6406
pareil	6437
tennis	6407
vague de chaleur	6409
face	6371
face	6410
face	7076
face	8092
face	505693
joli	6037
joli	6413
joli	973516
armée	6414
armée	354022
ciel	6426
ciel	6427
ciel	7039
restaurant	6433
brave	6434
brave	7822
fromage	6435
même	6437
même	6599
même	646169
même	1379545
même	1407064
même	1407135
identique	6437
identique	1407061
identique	1407070
identique	1407073
vendre	6439
hélicoptère	6441
man	6446
ver blanc	6446
neurone	6447
cellule nerveuse	6447
liste Swadesh	6448
méristème	6451
main	5616
main	1092374
sentir	6520
sentir	6521
sentir	343166
sentir	343171
dormir	6519
dormir	704799
cravate	6529
attendre	6530
en haut	6531
frictionner	6062
beau	6037
beau	6413
beau	356076
beau	356080
beau	973516
profond	6535
profond	423960
plat	6536
plat	6680
plat	6706
plat	154785
plat	476460
direction	6537
direction	706724
farine	6539
double	6534
double	8436
double	1015049
sud	6542
titre	6543
titre	6544
titre	468747
titre	763125
avion	6549
nord	6550
utile	6553
charme	6554
charme	464099
charme	1433969
maléfice	6554
faible	6555
salle de bain	5916
salle de bain	355894
attaquer	6561
attaquer	354143
mot	6551
durcir	5578
durcir	1405106
jupe	6552
moi	536630
me	6610
j'	5450
te	5459
toi	6498
toi	5459
mosquée	6563
synagogue	6564
chapelle	6566
tempe	6567
crâne	6568
crâne	1400405
crâne	1400408
détester	6573
détester	1063732
écouter	6576
invitation	6581
ton	5608
votre	6591
votre	7194
votre	339008
votre	444763
Moscou	6209
Moscou	810700
fait	6597
fait	346889
café	5670
café	7599
ça	5462
ça	1370660
cela	5462
dé	6270
futur	5913
futur	425780
hôtel	6609
car	461
car	5570
car	341909
tram	6611
tramway	6611
bouteille	5783
bouteille	5784
Zagreb	6612
Erevan	6613
Yaoundé	6614
Copenhague	6616
étoffe	6620
petit-enfant	6625
petit-enfant	6626
petit-enfant	6624
petit-fils	6635
petit-fils	6637
petit-fils	6627
petite-fille	6630
petite-fille	6631
petite-fille	6628
porte	6430
porte	1253751
général	5248
général	444924
on	6497
encore	5937
encore	5938
encore	5940
encore	6952
encore	1167520
encore	1379545
encore	1406907
encore	1412012
alors	5939
alors	7000
alors	1360510
pourtant	7394
cependant	6488
cependant	7394
néanmoins	6488
néanmoins	7394
dactylographier	6632
année	5478
année	5604
année	5605
année	7657
pianoter	6632
fils	6634
ouzbek	6633
tosque	6636
presser	6017
presser	6272
presser	441998
phrase	5812
thaï	6644
thaïlandais	6644
jus de fruit	6645
juste	6598
juste	490925
juste	752588
télougou	6648
télougou	959085
correct	6598
correct	7026
gelée	6289
tâche	5660
tâche	882170
étranger	6321
étranger	346995
étranger	449259
étranger	790203
étranger	790207
haut-allemand	6649
haut-allemand	6650
chemise	8006
chemise	1350542
parler	6656
parler	895321
drapeau	7825
vide	6659
vide	8558
vide	536588
mort	6660
mort	343500
mort	387598
mort	1042272
mort	1234494
souris	6353
souris	6236
souris	6237
expliquer	6661
expliquer	722122
authentification	6662
congé	1779
jour férié	5833
soir	6671
remplacement	6674
canicule	6409
tagalog	6682
saut	6684
hors service	5799
cent	6685
cent	1117493
HS	5799
obéir	6686
obéir	992545
joint	6683
joint	1134330
drôle	6676
marrant	6676
comique	6676
comique	438810
rapide	5720
rapide	6603
rapide	6672
rapide	510901
rapide	686508
haut-sorabe	6690
bas-sorabe	6691
sindhi	6694
rapporter	6692
rapporter	405566
rapporter	457473
rapporter	522528
rapporter	954639
cafter	6692
panjâbî	6696
penjâbî	6696
pachto	6697
avestique	6698
substantif	5612
nom	5612
nom	335883
nom	1149940
fédération	6701
fédération	6702
autorité	6705
autorité	536191
vérité	6708
offrir	6710
offrir	384598
offrir	398349
plaquette	687306
bière	6715
cochonnet	6717
gris	6718
amharique	6719
aragonais	6722
coquille	6723
coquille	1076317
Paris	6724
assamais	6726
assamais	974040
asturien	6727
neveu	6734
neveu	6742
neveu	6743
neveu	454945
extasié	6733
nièce	6735
cousin	6736
cousin	6737
cousine	6738
objet	5924
objet	637709
homosexualité	6741
dame	5710
dame	5711
dame	8042
dame	8043
reine	5708
reine	5709
reine	5712
reine	515804
court	6603
court	6746
court	6748
gujarâtî	6747
haoussa	6750
avar	6744
sous	6199
javanais	6751
unité	5915
jusqu'à	5968
kannara	6754
Chocogrenouille	6749
kannada	6754
Poudlard	6766
Gryffondor	6769
Serpentard	6773
poulain	6776
cochon	5836
porc	5836
porc	455464
verrat	5868
truie	5871
porcelet	6717
goret	6717
gouffre	6782
étrier	6780
étrier	6783
étrier	1400654
langue dravidienne	6784
avoir peur	6025
voir	6003
voir	6804
voir	885310
geler	6042
geler	6111
geler	6820
être assis	6022
s'asseoir	6785
important	5634
important	356483
important	1575426
augmentation	5775
augmentation	6570
dans	6077
dans	6582
dans	442312
dans	1411286
proche	6078
proche	6419
proche	335208
proche	869106
arroser	5434
arroser	6139
lune	5729
lune	5730
lune	5747
lune	356264
renard	1085350
football	5705
heure	5874
heure	426599
cycle	6788
cycle	871190
Doha	6789
banque privée	6790
Suisse	6791
Suisse	383356
anarchisme	6794
girafe	6795
girafe	952133
akuaba	6793
bombe à hydrogène	6792
bombe H	6792
opération	6796
opération	6797
rond	5984
ronde	6787
sphérique	490973
sphérique	1048415
contrôle antidopage	6798
drogue	6802
regarder	6804
regarder	7550
observer	6804
larme	6805
à la place	6806
au lieu	6806
aveugle	6807
phlegme	6809
glaire	6809
éclair	6811
douter	6812
cligner	6813
cligner des yeux	6813
jamais	6814
vrai	6816
vrai	511558
basilic	6810
cailler	6111
cailler	158341
congeler	6113
congeler	6180
surgeler	6113
figer	6114
raison	6418
malais	6821
malayâlam	6825
malayalam	6825
mapuchedungun	6826
mapudungun	6826
marâthî	6827
marathi	6827
marathe	6827
jour	5477
jour	5533
jour	5534
à droite	436024
perdre	6831
perdre	6832
arriver	5965
arriver	6479
arriver	341850
arriver	839046
seul	6559
seul	6560
seul	6954
seul	6955
seul	371830
compter	6026
compter	332649
compter	341669
compter	354690
compter	355136
compter	626814
compter	626830
étroit	5566
oromo	6833
épais	5503
oriya	6834
oriya	549356
oriya	641905
époux	5432
anglo-saxon	6835
vieil anglais	6835
bâton	5662
bâton	5734
bâton	451898
bâton	484273
feu	1446
feu	7036
feu	350698
feu	1042272
afro-asiatique	6840
Dark Vador	6824
syncope	6843
homosexuel	6739
homosexuel	7672
argot	6848
argot	1418491
Suède	6764
Norvège	6763
se figer	5607
se figer	6820
nager	6050
gratter	6047
gratter	7152
lit	6851
lit	355207
lit	356139
cassé	6852
cassé	160300
cassé	395354
poignarder	6045
poignarder	1250053
radeau	6853
découper	6106
battement	6854
battre	6855
battre	356448
battre	440285
battre	522388
chasser	6046
chasser	334925
se battre	6030
muet	6856
tuer	6023
tuer	392221
tuer	392225
trou	5623
trou	6857
chagrin	6858
chagrin	335013
chagrin	1021029
russe	6092
russe	382182
sein	5992
foie	5476
tripes	5824
viscères	5824
entrailles	5824
boyaux	5824
tabou	6860
serrure	6546
verrou	6546
aéroplane	6549
sortilège	6554
incantation	6554
veillée mortuaire	6556
veillée funèbre	6556
se réveiller	6557
réveiller	6558
réveiller	159562
solitaire	6560
intelligence	6865
quotient intellectuel	6864
dedans	6571
dedans	1411286
à l'intérieur	6571
hauteur	6574
Alaska	6583
haine	6587
coffre	6533
coffre	158575
coffre	683442
malle	6533
poitrine	6532
poitrine	1208229
capitale	6873
capital	6874
Londres	6877
ver	5466
ver	5467
se lamenter	6859
poignée	5524
orbite	6888
orbite	353916
orbite	1151285
orbite	1151300
sorcellerie	6866
QI	6864
occupé	6867
occupé	1357810
occuper	6868
loyal	6889
tour	6890
tour	866118
écrire	6891
promesse	6898
kituba	6900
kituba	875591
fécondation in vitro	6906
cherokee	6907
cherokee	6908
Cherokee	6909
syllabaire	6910
souabe	6912
tswana	6913
Japon	6916
pare-feu	6925
ceci	1370694
ceci	1426864
ceci	5458
ceci	7133
brun	6937
brun	6938
marron	6937
marron	6938
marron	673272
brunir	6939
trêve	6941
cessez-le-feu	6941
Berlin	6943
janvier	6971
février	6972
mars	6970
avril	6973
mai	6974
septembre	6978
octobre	6979
novembre	6980
quart	6997
mardi	6991
dimanche	6993
bras	6894
bras	6895
bras	1241417
bambara	7001
pauvre	6897
pauvre	353974
pauvre	1053276
pauvre	1573320
rire	5876
rire	411870
mal de tête	6982
céphalée	6982
migraine	6983
aspirine	6985
juillet	6976
août	6977
juin	6975
décembre	6981
lundi	6992
mercredi	6990
jeudi	6989
vendredi	6988
samedi	6994
être debout	6053
tourner	6055
tourner	6526
tourner	518684
tourner	700119
tourner	934503
tenir	6060
brûlure	6096
brûlure	6143
pourri	5826
pourri	7031
pourri	1314416
chas	5521
vieux	5482
vieux	525061
vieux	525086
vieux	658726
vieux	764029
sec	5989
sec	6016
sec	7276
Bonn	7037
base	312
base	5644
base	7508
base	354877
base	355703
base	355706
Amsterdam	7038
lisse	5487
lisse	1392266
mouillé	7027
trempé	7027
trempé	1042992
arc-en-ciel	7041
vers	6473
vers	966500
plein	6040
plein	679762
ivre	6098
soûl	6098
aiguisé	5987
tranchant	5987
tranchant	340836
sale	5483
hétérosexuel	7028
sel	5599
cendres	6079
dent	5946
Madrid	7044
mauvais	5650
mauvais	1098473
baignoire	5652
an	5478
an	5604
an	5605
Novare	7029
joue	7034
enrouler	5805
enrouler	354623
fumer	6968
fumer	898998
fumer	1231369
marque	6872
crayon	5835
enclume	6777
enclume	6778
auriculaire	6772
auriculaire	845634
auriculaire	1160190
australien	885184
évanouissement	6844
pourquoi	5572
quand	5493
quand	6667
quand	7399
quand	1332390
quand	1595726
quoi	5491
quoi	470951
pape	6700
s'attendre à	6572
escompter	6572
célèbre	6316
visage	6410
visage	7076
figure	6410
figure	433784
figure	1568579
gage	6703
heureux	6246
heureux	466172
Tokyo	7082
signe de ponctuation	7068
prendre	7077
prendre	7078
prendre	7079
prendre	7080
prendre	7083
prendre	7084
prendre	7088
prendre	7089
prendre	476858
affection	6863
teinte	661
teinte	666327
soirée	6671
fenêtre	5932
fenêtre	5935
vitrine	5933
vitrine	7368
Pékin	7094
faire un tour	7093
faux	6512
faux	5971
faux	6511
faux	1209229
erronné	6511
cavalier	6704
cavalier	158666
ami	5793
ami	5794
fille	5881
fille	6752
Battle	6713
Harry Potter	6677
Harry Potter	6678
nourrice	6755
nourrice	1103251
entonnoir	6808
mucosité	6809
mucosité	1417444
corruption	6815
corruption	455389
grand-père	5953
grand-mère	6247
grand-mère	385678
malayî	6825
fatigué	7117
Oslo	7119
Allemagne	7118
Kyoto	7120
demi-sœur	1168653
Munich	7137
Bavière	7138
plus grand	7139
plus vieux	7143
plus gros	7139
plus imposant	7139
maire	7141
maire	7142
maire	7144
mairesse	7142
UE	1361
animal domestique	2758
cellule	514
champignon	1588
champignon	2444
champignon	1179962
absorption	10
abattage	815
abattage	3435
été	5848
are	7166
Cendrillon	7183
Hanovre	7202
a	7212
émoussé	5988
tombe	7187
